AFP_1/encode	AFP
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	FOSB
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	FOSL1
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	FOSL2
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	FOXI1
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	FOXL2
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	GATA1
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	GATA2
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	GATA3
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	GATA4
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	GATA5
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	GATA6
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	HMGN3
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	IRF1
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	JDP2
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	JUN
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	JUNB
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	JUND
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	LEF1
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	MYC
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	MYCN
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	NFE2
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	NFE2L2
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	NR3C1
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	NR3C2
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	PGR
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	PRDM1
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	RXRA
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	RXRB
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	RXRG
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	TCF7
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	TCF7L1
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	TCF7L2
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	TFAP2A
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	TFAP2B
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	TFAP2C
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer	TRIM28
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	ATF1
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	ATF2
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	ATF3
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	ATF7
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	CREB1
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	CREB3
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	CREB3L3
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	CREB3L4
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	CREB5
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	CREM
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	E2F1
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	E2F2
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	E2F3
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	FOS
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	FOSB
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	FOSL1
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	FOSL2
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	HEY1
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	HEY2
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	HEYL
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	JDP2
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	JUN
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	JUNB
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	JUND
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	TBP
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer	XBP1
KLF10(Zf)/HEK293-KLF10.GFP-ChIP-Seq(GSE58341)/Homer	KLF10
KLF10(Zf)/HEK293-KLF10.GFP-ChIP-Seq(GSE58341)/Homer	KLF11
KLF12_1/encode	KLF1
KLF12_1/encode	KLF12
KLF12_1/encode	KLF2
KLF12_1/encode	KLF3
KLF12_1/encode	KLF4
KLF12_1/encode	KLF5
KLF12_1/encode	KLF6
KLF12_1/encode	KLF7
KLF12_1/encode	KLF8
KLF13/MA0657.1/Jaspar	KLF13
KLF13/MA0657.1/Jaspar	KLF9
KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	IRF1
KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	KLF1
KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	KLF12
KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	KLF13
KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	KLF14
KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	KLF16
KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	KLF2
KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	KLF3
KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	KLF4
KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	KLF5
KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	KLF6
KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	KLF7
KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	KLF8
KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	KLF9
KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	SP1
KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	SP2
KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	SP3
KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	SP4
KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	SP7
KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer	SP8
KLF3(Zf)/MEF-Klf3-ChIP-Seq(GSE44748)/Homer	KLF1
KLF3(Zf)/MEF-Klf3-ChIP-Seq(GSE44748)/Homer	KLF12
KLF3(Zf)/MEF-Klf3-ChIP-Seq(GSE44748)/Homer	KLF2
KLF3(Zf)/MEF-Klf3-ChIP-Seq(GSE44748)/Homer	KLF3
KLF3(Zf)/MEF-Klf3-ChIP-Seq(GSE44748)/Homer	KLF4
KLF3(Zf)/MEF-Klf3-ChIP-Seq(GSE44748)/Homer	KLF5
KLF3(Zf)/MEF-Klf3-ChIP-Seq(GSE44748)/Homer	KLF6
KLF3(Zf)/MEF-Klf3-ChIP-Seq(GSE44748)/Homer	KLF7
KLF3(Zf)/MEF-Klf3-ChIP-Seq(GSE44748)/Homer	KLF8
Klf12/MA0742.1/Jaspar	KLF1
Klf12/MA0742.1/Jaspar	KLF12
Klf12/MA0742.1/Jaspar	KLF2
Klf12/MA0742.1/Jaspar	KLF3
Klf12/MA0742.1/Jaspar	KLF4
Klf12/MA0742.1/Jaspar	KLF5
Klf12/MA0742.1/Jaspar	KLF6
Klf12/MA0742.1/Jaspar	KLF7
Klf12/MA0742.1/Jaspar	KLF8
Klf4(Zf)/mES-Klf4-ChIP-Seq(GSE11431)/Homer	KLF1
Klf4(Zf)/mES-Klf4-ChIP-Seq(GSE11431)/Homer	KLF12
Klf4(Zf)/mES-Klf4-ChIP-Seq(GSE11431)/Homer	KLF2
Klf4(Zf)/mES-Klf4-ChIP-Seq(GSE11431)/Homer	KLF3
Klf4(Zf)/mES-Klf4-ChIP-Seq(GSE11431)/Homer	KLF4
Klf4(Zf)/mES-Klf4-ChIP-Seq(GSE11431)/Homer	KLF5
Klf4(Zf)/mES-Klf4-ChIP-Seq(GSE11431)/Homer	KLF6
Klf4(Zf)/mES-Klf4-ChIP-Seq(GSE11431)/Homer	KLF7
Klf4(Zf)/mES-Klf4-ChIP-Seq(GSE11431)/Homer	KLF8
LBX2_2/encode	LBX1
LBX2_2/encode	LBX2
LHX2_3/encode	LHX2
LHX2_3/encode	LHX9
LHX2_3/encode	MEOX1
LHX2_3/encode	MEOX2
LHX6_4/encode	GSX1
LHX6_4/encode	GSX2
LHX6_4/encode	HOXA1
LHX6_4/encode	HOXA2
LHX6_4/encode	HOXA3
LHX6_4/encode	HOXA4
LHX6_4/encode	HOXA5
LHX6_4/encode	HOXA6
LHX6_4/encode	HOXA7
LHX6_4/encode	HOXB2
LHX6_4/encode	HOXB3
LHX6_4/encode	HOXB4
LHX6_4/encode	HOXB5
LHX6_4/encode	HOXB6
LHX6_4/encode	HOXB7
LHX6_4/encode	HOXB8
LHX6_4/encode	HOXC4
LHX6_4/encode	HOXC5
LHX6_4/encode	HOXC6
LHX6_4/encode	HOXC8
LHX6_4/encode	HOXD3
LHX6_4/encode	HOXD4
LHX6_4/encode	HOXD8
LHX6_4/encode	LHX6
LHX6_4/encode	LHX8
LHX6_4/encode	PDX1
LHX6_5/encode	LHX6
LHX6_5/encode	LHX8
LIN54/MA0619.1/Jaspar	E2F1
LIN54/MA0619.1/Jaspar	E2F2
LIN54/MA0619.1/Jaspar	E2F3
LIN54/MA0619.1/Jaspar	LIN54
LXRE(NR),DR4/RAW-LXRb.biotin-ChIP-Seq(GSE21512)/Homer	NR1H2
LXRE(NR),DR4/RAW-LXRb.biotin-ChIP-Seq(GSE21512)/Homer	NR1H3
LXRE(NR),DR4/RAW-LXRb.biotin-ChIP-Seq(GSE21512)/Homer	NR1H4
LXRE(NR),DR4/RAW-LXRb.biotin-ChIP-Seq(GSE21512)/Homer	RXRA
LXRE(NR),DR4/RAW-LXRb.biotin-ChIP-Seq(GSE21512)/Homer	RXRB
LXRE(NR),DR4/RAW-LXRb.biotin-ChIP-Seq(GSE21512)/Homer	RXRG
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	ALX1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	ALX3
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	ALX4
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	ARX
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	DLX1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	DLX2
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	DLX3
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	DLX4
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	DLX5
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	DLX6
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	DMBX1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	EMX1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	EMX2
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	EN1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	EN2
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	ESX1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	EVX1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	EVX2
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	GBX1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	GBX2
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	GSX1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	GSX2
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	HESX1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	HOXA1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	HOXA2
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	HOXA3
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	HOXA4
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	HOXA5
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	HOXA6
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	HOXA7
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	HOXB2
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	HOXB3
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	HOXB4
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	HOXB5
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	HOXB6
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	HOXB7
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	HOXB8
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	HOXC4
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	HOXC5
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	HOXC6
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	HOXC8
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	HOXD1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	HOXD3
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	HOXD4
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	HOXD8
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	ISX
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	LBX1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	LBX2
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	LHX1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	LHX2
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	LHX3
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	LHX4
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	LHX6
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	LHX8
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	LHX9
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	LMX1A
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	LMX1B
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	MEOX1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	MEOX2
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	MIXL1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	MNX1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	MSX1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	MSX2
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	NKX6-1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	NKX6-2
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	NKX6-3
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	NOTO
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	PAX3
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	PAX4
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	PAX7
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	PDX1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	PHOX2A
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	PHOX2B
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	PITX1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	PITX2
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	PITX3
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	POU2F1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	POU2F2
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	POU2F3
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	POU3F1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	POU3F2
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	POU3F3
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	POU3F4
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	POU6F1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	PROP1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	PRRX1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	PRRX2
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	RAX
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	SHOX2
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	UNCX
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	VAX1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	VAX2
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	VSX1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer	VSX2
Lhx3/MA0135.1/Jaspar	LHX3
Lhx3/MA0135.1/Jaspar	NKX6-1
Lhx3/MA0135.1/Jaspar	NKX6-2
Lhx3/MA0135.1/Jaspar	NKX6-3
Lhx3/MA0135.1/Jaspar	POU1F1
Lhx3/MA0135.1/Jaspar	POU2F1
Lhx3/MA0135.1/Jaspar	POU2F2
Lhx3/MA0135.1/Jaspar	POU2F3
Lhx3/MA0135.1/Jaspar	POU3F1
Lhx3/MA0135.1/Jaspar	POU3F2
Lhx3/MA0135.1/Jaspar	POU3F3
Lhx3/MA0135.1/Jaspar	POU3F4
MAFG::NFE2L1/MA0089.1/Jaspar	MAFF
MAFG::NFE2L1/MA0089.1/Jaspar	MAFG
MAFG::NFE2L1/MA0089.1/Jaspar	MAFK
MAFG::NFE2L1/MA0089.1/Jaspar	NFE2L1
MAFG::NFE2L1/MA0089.1/Jaspar	NFE2L3
MAF_disc2/encode	MAF
MAF_disc2/encode	MAFA
MAF_disc2/encode	MAFB
MAF_disc2/encode	NRL
MAF_known1/encode	MAF
MAF_known1/encode	MAFA
MAF_known1/encode	MAFB
MAF_known1/encode	NRL
MAF_known12/encode	MAF
MAF_known12/encode	MAFA
MAF_known12/encode	MAFB
MAF_known12/encode	NRL
MAF_known3/encode	MAF
MAF_known3/encode	MAFA
MAF_known3/encode	MAFB
MAF_known3/encode	NRL
MAZ_1/encode	MAZ
MEIS1::HOXA9_1/encode	HOXA13
MEIS1::HOXA9_1/encode	HOXB13
MEIS1::HOXA9_1/encode	HOXC13
MEIS1::HOXA9_1/encode	HOXD13
MEIS1::HOXA9_1/encode	MEIS1
MEIS1::HOXA9_1/encode	MEIS2
MEIS1::HOXA9_1/encode	MEIS3
MEIS1::HOXA9_1/encode	PKNOX1
MEIS1::HOXA9_1/encode	PKNOX2
MEIS1_DLX2_1/taiple	DLX1
MEIS1_DLX2_1/taiple	DLX2
MEIS1_DLX2_1/taiple	DLX3
MEIS1_DLX2_1/taiple	DLX4
MEIS1_DLX2_1/taiple	DLX5
MEIS1_DLX2_1/taiple	DLX6
MEIS1_DLX2_1/taiple	MEIS1
MEIS1_DLX2_1/taiple	MEIS2
MEIS1_DLX2_1/taiple	MEIS3
MEIS1_DLX2_1/taiple	PKNOX1
MEIS1_DLX2_1/taiple	PKNOX2
MEIS1_DRGX_1/taiple	MEIS1
MEIS1_DRGX_1/taiple	MEIS2
MEIS1_DRGX_1/taiple	MEIS3
MEIS1_DRGX_1/taiple	PKNOX1
MEIS1_DRGX_1/taiple	PKNOX2
MEIS1_DRGX_2/taiple	MEIS1
MEIS1_DRGX_2/taiple	MEIS2
MEIS1_DRGX_2/taiple	MEIS3
MEIS1_DRGX_2/taiple	PKNOX1
MEIS1_DRGX_2/taiple	PKNOX2
MEIS1_ELF1_1/taiple	ELF1
MEIS1_ELF1_1/taiple	ELF2
MEIS1_ELF1_1/taiple	ELF4
MEIS1_ELF1_1/taiple	MEIS1
MEIS1_ELF1_1/taiple	MEIS2
MEIS1_ELF1_1/taiple	MEIS3
MEIS1_ELF1_1/taiple	PKNOX1
MEIS1_ELF1_1/taiple	PKNOX2
MEIS1_EOMES_1/taiple	EOMES
MEIS1_EOMES_1/taiple	MEIS1
MEIS1_EOMES_1/taiple	MEIS2
MEIS1_EOMES_1/taiple	MEIS3
MEIS1_EOMES_1/taiple	PKNOX1
MEIS1_EOMES_1/taiple	PKNOX2
MEIS1_EOMES_1/taiple	TBR1
MEIS1_EOMES_1/taiple	TBX21
MEIS1_EVX1_1/taiple	EVX1
MEIS1_EVX1_1/taiple	EVX2
MEIS1_EVX1_1/taiple	MEIS1
MEIS1_EVX1_1/taiple	MEIS2
MEIS1_EVX1_1/taiple	MEIS3
MEIS1_EVX1_1/taiple	PKNOX1
MEIS1_EVX1_1/taiple	PKNOX2
MEIS1_HOXB13_1/taiple	HOXA13
MEIS1_HOXB13_1/taiple	HOXB13
MEIS1_HOXB13_1/taiple	HOXC13
MEIS1_HOXB13_1/taiple	HOXD13
MEIS1_HOXB13_1/taiple	MEIS1
MEIS1_HOXB13_1/taiple	MEIS2
MEIS1_HOXB13_1/taiple	MEIS3
MEIS1_HOXB13_1/taiple	PKNOX1
MEIS1_HOXB13_1/taiple	PKNOX2
MEIS1_MAX_1/taiple	MAX
MEIS1_MAX_1/taiple	MEIS1
MEIS1_MAX_1/taiple	MEIS2
MEIS1_MAX_1/taiple	MEIS3
MEIS1_MAX_1/taiple	PKNOX1
MEIS1_MAX_1/taiple	PKNOX2
MEIS1_ONECUT2_1/taiple	MEIS1
MEIS1_ONECUT2_1/taiple	MEIS2
MEIS1_ONECUT2_1/taiple	MEIS3
MEIS1_ONECUT2_1/taiple	ONECUT1
MEIS1_ONECUT2_1/taiple	ONECUT2
MEIS1_ONECUT2_1/taiple	ONECUT3
MEIS1_ONECUT2_1/taiple	PKNOX1
MEIS1_ONECUT2_1/taiple	PKNOX2
MEIS1_SOX2_1/taiple	MEIS1
MEIS1_SOX2_1/taiple	MEIS2
MEIS1_SOX2_1/taiple	MEIS3
MEIS1_SOX2_1/taiple	PKNOX1
MEIS1_SOX2_1/taiple	PKNOX2
MEIS1_SOX2_1/taiple	SOX1
MEIS1_SOX2_1/taiple	SOX14
MEIS1_SOX2_1/taiple	SOX15
MEIS1_SOX2_1/taiple	SOX2
MEIS1_SOX2_1/taiple	SOX21
MEIS1_SOX2_1/taiple	SOX3
MEIS1_SOX2_1/taiple	SRY
MEIS2/MA0774.1/Jaspar	MEIS1
MEIS2/MA0774.1/Jaspar	MEIS2
MEIS2/MA0774.1/Jaspar	MEIS3
MEIS2/MA0774.1/Jaspar	PKNOX1
MEIS2/MA0774.1/Jaspar	PKNOX2
MEIS2/MA0774.1/Jaspar	TGIF1
MEIS2/MA0774.1/Jaspar	TGIF2
MEOX2_3/encode	MEOX1
MEOX2_3/encode	MEOX2
MF0002.1_bZIP_CREB/G-box-like_subclass/Jaspar	ATF1
MF0002.1_bZIP_CREB/G-box-like_subclass/Jaspar	ATF3
MF0002.1_bZIP_CREB/G-box-like_subclass/Jaspar	CREB1
MF0002.1_bZIP_CREB/G-box-like_subclass/Jaspar	CREM
MF0002.1_bZIP_CREB/G-box-like_subclass/Jaspar	JDP2
MF0004.1_Nuclear_Receptor_class/Jaspar	ESRRA
MF0004.1_Nuclear_Receptor_class/Jaspar	ESRRB
MF0004.1_Nuclear_Receptor_class/Jaspar	ESRRG
MF0004.1_Nuclear_Receptor_class/Jaspar	NR2C1
MF0004.1_Nuclear_Receptor_class/Jaspar	NR2C2
MF0004.1_Nuclear_Receptor_class/Jaspar	NR2F1
MF0004.1_Nuclear_Receptor_class/Jaspar	NR2F2
MF0004.1_Nuclear_Receptor_class/Jaspar	NR2F6
MF0006.1_bZIP_cEBP-like_subclass/Jaspar	CEBPA
MF0006.1_bZIP_cEBP-like_subclass/Jaspar	CEBPB
MF0006.1_bZIP_cEBP-like_subclass/Jaspar	CEBPD
MF0006.1_bZIP_cEBP-like_subclass/Jaspar	CEBPE
MF0006.1_bZIP_cEBP-like_subclass/Jaspar	DBP
