AFP_1/encode	AFP
Esrrb(NR)/mES-Esrrb-ChIP-Seq(GSE11431)/Homer	RARA
Esrrb(NR)/mES-Esrrb-ChIP-Seq(GSE11431)/Homer	RARB
Esrrb(NR)/mES-Esrrb-ChIP-Seq(GSE11431)/Homer	RARG
Esrrb(NR)/mES-Esrrb-ChIP-Seq(GSE11431)/Homer	RORA
Esrrb(NR)/mES-Esrrb-ChIP-Seq(GSE11431)/Homer	RORB
Esrrb(NR)/mES-Esrrb-ChIP-Seq(GSE11431)/Homer	RORC
Esrrb(NR)/mES-Esrrb-ChIP-Seq(GSE11431)/Homer	RXRA
Esrrb(NR)/mES-Esrrb-ChIP-Seq(GSE11431)/Homer	RXRB
Esrrb(NR)/mES-Esrrb-ChIP-Seq(GSE11431)/Homer	RXRG
FLI1_FOXI1_1/taiple	ELF1
FLI1_FOXI1_1/taiple	ELF2
FLI1_FOXI1_1/taiple	ELF4
FLI1_FOXI1_1/taiple	ERG
FLI1_FOXI1_1/taiple	ETS1
FLI1_FOXI1_1/taiple	ETS2
FLI1_FOXI1_1/taiple	ETV1
FLI1_FOXI1_1/taiple	ETV4
FLI1_FOXI1_1/taiple	ETV5
FLI1_FOXI1_1/taiple	FEV
FLI1_FOXI1_1/taiple	FLI1
FLI1_FOXI1_1/taiple	FOXI1
FLI1_FOXI1_1/taiple	FOXJ2
FLI1_FOXI1_1/taiple	FOXJ3
FLI1_FOXI1_1/taiple	FOXL2
FLI1_FOXI1_1/taiple	FOXO1
FLI1_FOXI1_1/taiple	FOXO3
FLI1_FOXI1_1/taiple	FOXO4
FLI1_FOXI1_1/taiple	FOXO6
FLI1_FOXI1_1/taiple	GABPA
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	EP300
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXA1
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXA2
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXA3
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXB1
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXC1
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXC2
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXD1
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXD2
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXD3
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXG1
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXI1
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXK1
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXK2
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXL1
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXL2
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXM1
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXO1
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXO3
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXO4
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXO6
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXP1
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXP2
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXP3
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXP4
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	FOXS1
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	HDAC2
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	TCF12
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	TCF3
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer	TCF4
FOXA1:AR(Forkhead,NR)/LNCAP-AR-ChIP-Seq(GSE27824)/Homer	FOXA1
FOXA1:AR(Forkhead,NR)/LNCAP-AR-ChIP-Seq(GSE27824)/Homer	FOXA2
FOXA1:AR(Forkhead,NR)/LNCAP-AR-ChIP-Seq(GSE27824)/Homer	FOXA3
FOXA1:AR(Forkhead,NR)/LNCAP-AR-ChIP-Seq(GSE27824)/Homer	FOXB1
FOXA1:AR(Forkhead,NR)/LNCAP-AR-ChIP-Seq(GSE27824)/Homer	FOXC1
FOXA1:AR(Forkhead,NR)/LNCAP-AR-ChIP-Seq(GSE27824)/Homer	FOXC2
FOXA1:AR(Forkhead,NR)/LNCAP-AR-ChIP-Seq(GSE27824)/Homer	FOXD1
FOXA1:AR(Forkhead,NR)/LNCAP-AR-ChIP-Seq(GSE27824)/Homer	FOXD2
FOXA1:AR(Forkhead,NR)/LNCAP-AR-ChIP-Seq(GSE27824)/Homer	FOXD3
FOXA1:AR(Forkhead,NR)/LNCAP-AR-ChIP-Seq(GSE27824)/Homer	FOXG1
FOXA1:AR(Forkhead,NR)/LNCAP-AR-ChIP-Seq(GSE27824)/Homer	FOXL1
FOXA1:AR(Forkhead,NR)/LNCAP-AR-ChIP-Seq(GSE27824)/Homer	FOXS1
FOXA_disc2/encode	FOXA1
FOXA_disc2/encode	FOXA2
FOXA_disc2/encode	FOXA3
FOXA_disc2/encode	FOXB1
FOXA_disc2/encode	FOXC1
FOXA_disc2/encode	FOXC2
FOXA_disc2/encode	FOXD1
FOXA_disc2/encode	FOXD2
FOXA_disc2/encode	FOXD3
FOXA_disc2/encode	FOXG1
FOXA_disc2/encode	FOXL1
FOXA_disc2/encode	FOXS1
FOXB1_1/encode	FOXA1
FOXB1_1/encode	FOXA2
FOXB1_1/encode	FOXA3
FOXB1_1/encode	FOXB1
FOXB1_1/encode	FOXC1
FOXB1_1/encode	FOXC2
FOXB1_1/encode	FOXD1
FOXB1_1/encode	FOXD2
FOXB1_1/encode	FOXD3
FOXB1_1/encode	FOXG1
FOXB1_1/encode	FOXL1
FOXB1_1/encode	FOXS1
FOXB1_2/encode	FOXA1
FOXB1_2/encode	FOXA2
FOXB1_2/encode	FOXA3
FOXB1_2/encode	FOXB1
FOXB1_2/encode	FOXC1
FOXB1_2/encode	FOXC2
FOXB1_2/encode	FOXD1
FOXB1_2/encode	FOXD2
FOXB1_2/encode	FOXD3
FOXB1_2/encode	FOXG1
FOXB1_2/encode	FOXL1
FOXB1_2/encode	FOXS1
FOXC1_1/encode	FOXA1
FOXC1_1/encode	FOXA2
FOXC1_1/encode	FOXA3
FOXC1_1/encode	FOXB1
FOXC1_1/encode	FOXC1
FOXC1_1/encode	FOXC2
FOXC1_1/encode	FOXD1
FOXC1_1/encode	FOXD2
FOXC1_1/encode	FOXD3
FOXC1_1/encode	FOXG1
FOXC1_1/encode	FOXL1
FOXC1_1/encode	FOXS1
FOXC1_2/encode	FOXA1
FOXC1_2/encode	FOXA2
FOXC1_2/encode	FOXA3
FOXC1_2/encode	FOXB1
FOXC1_2/encode	FOXC1
FOXC1_2/encode	FOXC2
FOXC1_2/encode	FOXD1
FOXC1_2/encode	FOXD2
FOXC1_2/encode	FOXD3
FOXC1_2/encode	FOXG1
FOXC1_2/encode	FOXL1
FOXC1_2/encode	FOXS1
FOXD2_1/encode	FOXA1
FOXD2_1/encode	FOXA2
FOXD2_1/encode	FOXA3
FOXD2_1/encode	FOXB1
FOXD2_1/encode	FOXC1
FOXD2_1/encode	FOXC2
FOXD2_1/encode	FOXD1
FOXD2_1/encode	FOXD2
FOXD2_1/encode	FOXD3
FOXD2_1/encode	FOXG1
FOXD2_1/encode	FOXL1
FOXD2_1/encode	FOXS1
FOXF2/MA0030.1/Jaspar	FOXF1
FOXF2/MA0030.1/Jaspar	FOXF2
FOXF2/MA0030.1/Jaspar	FOXJ1
FOXF2/MA0030.1/Jaspar	FOXJ2
FOXF2/MA0030.1/Jaspar	FOXJ3
FOXF2/MA0030.1/Jaspar	FOXK1
FOXF2/MA0030.1/Jaspar	FOXK2
FOXF2/MA0030.1/Jaspar	FOXO1
FOXF2/MA0030.1/Jaspar	FOXO3
FOXF2/MA0030.1/Jaspar	FOXO4
FOXF2/MA0030.1/Jaspar	FOXO6
FOXG1_1/encode	FOXA1
FOXG1_1/encode	FOXA2
FOXG1_1/encode	FOXA3
FOXG1_1/encode	FOXB1
FOXG1_1/encode	FOXC1
FOXG1_1/encode	FOXC2
FOXG1_1/encode	FOXD1
FOXG1_1/encode	FOXD2
FOXG1_1/encode	FOXD3
FOXG1_1/encode	FOXG1
FOXG1_1/encode	FOXL1
FOXG1_1/encode	FOXS1
FOXG1_2/encode	FOXA1
FOXG1_2/encode	FOXA2
FOXG1_2/encode	FOXA3
FOXG1_2/encode	FOXB1
FOXG1_2/encode	FOXC1
FOXG1_2/encode	FOXC2
FOXG1_2/encode	FOXD1
FOXG1_2/encode	FOXD2
FOXG1_2/encode	FOXD3
FOXG1_2/encode	FOXG1
FOXG1_2/encode	FOXJ2
FOXG1_2/encode	FOXJ3
FOXG1_2/encode	FOXK1
FOXG1_2/encode	FOXK2
FOXG1_2/encode	FOXL1
FOXG1_2/encode	FOXS1
FOXG1_4/encode	FOXA1
FOXG1_4/encode	FOXA2
FOXG1_4/encode	FOXA3
FOXG1_4/encode	FOXB1
FOXG1_4/encode	FOXC1
FOXG1_4/encode	FOXC2
FOXG1_4/encode	FOXD1
FOXG1_4/encode	FOXD2
FOXG1_4/encode	FOXD3
FOXG1_4/encode	FOXG1
FOXG1_4/encode	FOXL1
FOXG1_4/encode	FOXS1
FOXI1_1/encode	FOXA1
FOXI1_1/encode	FOXA2
FOXI1_1/encode	FOXA3
FOXI1_1/encode	FOXB1
FOXI1_1/encode	FOXC1
FOXI1_1/encode	FOXC2
FOXI1_1/encode	FOXD1
FOXI1_1/encode	FOXD2
FOXI1_1/encode	FOXD3
FOXI1_1/encode	FOXG1
FOXI1_1/encode	FOXI1
FOXI1_1/encode	FOXJ2
FOXI1_1/encode	FOXJ3
FOXI1_1/encode	FOXL1
FOXI1_1/encode	FOXL2
FOXI1_1/encode	FOXS1
FOXI1_4/encode	FOXI1
FOXI1_4/encode	FOXL2
FOXJ1_1/encode	FOXJ1
FOXJ2_2/encode	FOXJ2
FOXJ2_2/encode	FOXJ3
FOXJ2_3/encode	FOXJ2
FOXJ2_3/encode	FOXJ3
FOXJ2_5/encode	FOXJ2
FOXJ2_5/encode	FOXJ3
FOXJ2_HOXB13_1/taiple	FOXJ2
FOXJ2_HOXB13_1/taiple	FOXJ3
FOXJ2_HOXB13_1/taiple	HOXA13
FOXJ2_HOXB13_1/taiple	HOXB13
FOXJ2_HOXB13_1/taiple	HOXC13
FOXJ2_HOXB13_1/taiple	HOXD13
FOXJ2_HOXB13_2/taiple	FOXJ2
FOXJ2_HOXB13_2/taiple	FOXJ3
FOXJ2_HOXB13_2/taiple	FOXO1
FOXJ2_HOXB13_2/taiple	FOXO3
FOXJ2_HOXB13_2/taiple	FOXO4
FOXJ2_HOXB13_2/taiple	FOXO6
FOXJ2_HOXB13_2/taiple	HOXA10
FOXJ2_HOXB13_2/taiple	HOXA11
FOXJ2_HOXB13_2/taiple	HOXA13
FOXJ2_HOXB13_2/taiple	HOXA9
FOXJ2_HOXB13_2/taiple	HOXB13
FOXJ2_HOXB13_2/taiple	HOXB9
FOXJ2_HOXB13_2/taiple	HOXC10
FOXJ2_HOXB13_2/taiple	HOXC11
FOXJ2_HOXB13_2/taiple	HOXC13
FOXJ2_HOXB13_2/taiple	HOXC9
FOXJ2_HOXB13_2/taiple	HOXD10
FOXJ2_HOXB13_2/taiple	HOXD11
FOXJ2_HOXB13_2/taiple	HOXD13
FOXJ2_HOXB13_2/taiple	HOXD9
FOXJ2_HOXB13_3/taiple	FOXJ2
FOXJ2_HOXB13_3/taiple	FOXJ3
FOXJ2_HOXB13_3/taiple	HOXA13
FOXJ2_HOXB13_3/taiple	HOXB13
FOXJ2_HOXB13_3/taiple	HOXC13
FOXJ2_HOXB13_3/taiple	HOXD13
FOXJ2_HOXB13_4/taiple	FOXJ2
FOXJ2_HOXB13_4/taiple	FOXJ3
FOXJ2_HOXB13_4/taiple	HOXA13
FOXJ2_HOXB13_4/taiple	HOXB13
FOXJ2_HOXB13_4/taiple	HOXC13
FOXJ2_HOXB13_4/taiple	HOXD13
FOXJ2_PITX1_1/taiple	ALX1
FOXJ2_PITX1_1/taiple	ALX3
FOXJ2_PITX1_1/taiple	ALX4
FOXJ2_PITX1_1/taiple	ARX
FOXJ2_PITX1_1/taiple	DMBX1
FOXJ2_PITX1_1/taiple	ESX1
FOXJ2_PITX1_1/taiple	FOXJ2
FOXJ2_PITX1_1/taiple	FOXJ3
FOXJ2_PITX1_1/taiple	ISX
FOXJ2_PITX1_1/taiple	PHOX2A
FOXJ2_PITX1_1/taiple	PHOX2B
FOXJ2_PITX1_1/taiple	PITX1
FOXJ2_PITX1_1/taiple	PITX2
FOXJ2_PITX1_1/taiple	PITX3
FOXJ2_PITX1_1/taiple	PRRX1
FOXJ2_PITX1_1/taiple	PRRX2
FOXJ2_PITX1_1/taiple	RAX
FOXJ2_PITX1_1/taiple	SHOX2
FOXJ2_PITX1_1/taiple	UNCX
FOXJ2_PITX1_1/taiple	VSX1
FOXJ2_PITX1_1/taiple	VSX2
FOXJ2_PITX1_2/taiple	ALX1
FOXJ2_PITX1_2/taiple	ALX3
FOXJ2_PITX1_2/taiple	ALX4
FOXJ2_PITX1_2/taiple	ARX
FOXJ2_PITX1_2/taiple	DMBX1
FOXJ2_PITX1_2/taiple	ESX1
FOXJ2_PITX1_2/taiple	FOXJ2
FOXJ2_PITX1_2/taiple	FOXJ3
FOXJ2_PITX1_2/taiple	ISX
FOXJ2_PITX1_2/taiple	PHOX2A
FOXJ2_PITX1_2/taiple	PHOX2B
FOXJ2_PITX1_2/taiple	PITX1
FOXJ2_PITX1_2/taiple	PITX2
FOXJ2_PITX1_2/taiple	PITX3
FOXJ2_PITX1_2/taiple	PRRX1
FOXJ2_PITX1_2/taiple	PRRX2
FOXJ2_PITX1_2/taiple	RAX
FOXJ2_PITX1_2/taiple	SHOX2
FOXJ2_PITX1_2/taiple	UNCX
FOXJ2_PITX1_2/taiple	VSX1
FOXJ2_PITX1_2/taiple	VSX2
FOXJ3_TBX21_1/taiple	EOMES
FOXJ3_TBX21_1/taiple	FOXJ2
FOXJ3_TBX21_1/taiple	FOXJ3
FOXJ3_TBX21_1/taiple	TBR1
FOXJ3_TBX21_1/taiple	TBX21
FOXJ3_TBX21_2/taiple	EOMES
FOXJ3_TBX21_2/taiple	FOXJ2
FOXJ3_TBX21_2/taiple	FOXJ3
FOXJ3_TBX21_2/taiple	TBR1
FOXJ3_TBX21_2/taiple	TBX21
FOXK2(Forkhead)/U2OS-FOXK2-ChIP-Seq(E-MTAB-2204)/Homer	FOXK1
FOXK2(Forkhead)/U2OS-FOXK2-ChIP-Seq(E-MTAB-2204)/Homer	FOXK2
FOXL1_1/encode	FOXA1
FOXL1_1/encode	FOXA2
FOXL1_1/encode	FOXA3
FOXL1_1/encode	FOXB1
FOXL1_1/encode	FOXC1
FOXL1_1/encode	FOXC2
FOXL1_1/encode	FOXD1
FOXL1_1/encode	FOXD2
FOXL1_1/encode	FOXD3
FOXL1_1/encode	FOXG1
FOXL1_1/encode	FOXL1
FOXL1_1/encode	FOXS1
FOXL1_2/encode	FOXA1
FOXL1_2/encode	FOXA2
FOXL1_2/encode	FOXA3
FOXL1_2/encode	FOXB1
FOXL1_2/encode	FOXC1
FOXL1_2/encode	FOXC2
FOXL1_2/encode	FOXD1
FOXL1_2/encode	FOXD2
FOXL1_2/encode	FOXD3
FOXL1_2/encode	FOXG1
FOXL1_2/encode	FOXL1
FOXL1_2/encode	FOXS1
FOXM1_1/encode	FOXM1
FOXN1_1/encode	FOXN1
FOXO1_4/encode	FOXO1
FOXO1_4/encode	FOXO3
FOXO1_4/encode	FOXO4
FOXO1_4/encode	FOXO6
FOXO1_5/encode	FOXO1
FOXO1_5/encode	FOXO3
FOXO1_5/encode	FOXO4
FOXO1_5/encode	FOXO6
FOXO1_ETV7_1/taiple	FOXO1
FOXO1_ETV7_1/taiple	FOXO3
FOXO1_ETV7_1/taiple	FOXO4
FOXO1_ETV7_1/taiple	FOXO6
FOXO1_HOXB13_1/taiple	FOXO1
FOXO1_HOXB13_1/taiple	FOXO3
FOXO1_HOXB13_1/taiple	FOXO4
FOXO1_HOXB13_1/taiple	FOXO6
FOXO1_HOXB13_1/taiple	HOXA13
FOXO1_HOXB13_1/taiple	HOXB13
FOXO1_HOXB13_1/taiple	HOXC13
FOXO1_HOXB13_1/taiple	HOXD13
FOXO1_HOXB13_3/taiple	FOXO1
FOXO1_HOXB13_3/taiple	FOXO3
FOXO1_HOXB13_3/taiple	FOXO4
FOXO1_HOXB13_3/taiple	FOXO6
FOXO1_HOXB13_3/taiple	HOXA13
FOXO1_HOXB13_3/taiple	HOXB13
FOXO1_HOXB13_3/taiple	HOXC13
FOXO1_HOXB13_3/taiple	HOXD13
FOXO3_1/encode	FOXO1
FOXO3_1/encode	FOXO3
FOXO3_1/encode	FOXO4
FOXO3_1/encode	FOXO6
FOXO3_2/encode	FOXO1
FOXO3_2/encode	FOXO3
FOXO3_2/encode	FOXO4
FOXO3_2/encode	FOXO6
FOXO4_1/encode	FOXO1
FOXO4_1/encode	FOXO3
FOXO4_1/encode	FOXO4
FOXO4_1/encode	FOXO6
FOXP1/MA0481.1/Jaspar	FOXA1
FOXP1/MA0481.1/Jaspar	FOXA2
FOXP1/MA0481.1/Jaspar	FOXA3
FOXP1/MA0481.1/Jaspar	FOXB1
FOXP1/MA0481.1/Jaspar	FOXC1
FOXP1/MA0481.1/Jaspar	FOXC2
FOXP1/MA0481.1/Jaspar	FOXD1
FOXP1/MA0481.1/Jaspar	FOXD2
FOXP1/MA0481.1/Jaspar	FOXD3
FOXP1/MA0481.1/Jaspar	FOXG1
FOXP1/MA0481.1/Jaspar	FOXL1
FOXP1/MA0481.1/Jaspar	FOXP1
FOXP1/MA0481.1/Jaspar	FOXP2
FOXP1/MA0481.1/Jaspar	FOXP4
FOXP1/MA0481.1/Jaspar	FOXS1
FOXP1_1/encode	FOXP1
FOXP1_1/encode	FOXP2
FOXP1_1/encode	FOXP4
FOXP3_1/encode	FOXP3
FXR(NR),IR1/Liver-FXR-ChIP-Seq(Chong_et_al.)/Homer	NR1H2
FXR(NR),IR1/Liver-FXR-ChIP-Seq(Chong_et_al.)/Homer	NR1H3
FXR(NR),IR1/Liver-FXR-ChIP-Seq(Chong_et_al.)/Homer	NR1H4
Fox:Ebox(Forkhead,bHLH)/Panc1-Foxa2-ChIP-Seq(GSE47459)/Homer	FOXA1
Fox:Ebox(Forkhead,bHLH)/Panc1-Foxa2-ChIP-Seq(GSE47459)/Homer	FOXA2
Fox:Ebox(Forkhead,bHLH)/Panc1-Foxa2-ChIP-Seq(GSE47459)/Homer	FOXA3
Fox:Ebox(Forkhead,bHLH)/Panc1-Foxa2-ChIP-Seq(GSE47459)/Homer	FOXB1
Fox:Ebox(Forkhead,bHLH)/Panc1-Foxa2-ChIP-Seq(GSE47459)/Homer	FOXC1
Fox:Ebox(Forkhead,bHLH)/Panc1-Foxa2-ChIP-Seq(GSE47459)/Homer	FOXC2
Fox:Ebox(Forkhead,bHLH)/Panc1-Foxa2-ChIP-Seq(GSE47459)/Homer	FOXD1
Fox:Ebox(Forkhead,bHLH)/Panc1-Foxa2-ChIP-Seq(GSE47459)/Homer	FOXD2
Fox:Ebox(Forkhead,bHLH)/Panc1-Foxa2-ChIP-Seq(GSE47459)/Homer	FOXD3
Fox:Ebox(Forkhead,bHLH)/Panc1-Foxa2-ChIP-Seq(GSE47459)/Homer	FOXG1
Fox:Ebox(Forkhead,bHLH)/Panc1-Foxa2-ChIP-Seq(GSE47459)/Homer	FOXL1
Fox:Ebox(Forkhead,bHLH)/Panc1-Foxa2-ChIP-Seq(GSE47459)/Homer	FOXS1
Foxd3/MA0041.1/Jaspar	FOXA1
Foxd3/MA0041.1/Jaspar	FOXA2
Foxd3/MA0041.1/Jaspar	FOXA3
Foxd3/MA0041.1/Jaspar	FOXB1
Foxd3/MA0041.1/Jaspar	FOXC1
Foxd3/MA0041.1/Jaspar	FOXC2
Foxd3/MA0041.1/Jaspar	FOXD1
Foxd3/MA0041.1/Jaspar	FOXD2
Foxd3/MA0041.1/Jaspar	FOXD3
Foxd3/MA0041.1/Jaspar	FOXG1
Foxd3/MA0041.1/Jaspar	FOXL1
Foxd3/MA0041.1/Jaspar	FOXS1
Foxh1(Forkhead)/hESC-FOXH1-ChIP-Seq(GSE29422)/Homer	FOXH1
Foxo1(Forkhead)/RAW-Foxo1-ChIP-Seq(Fan_et_al.)/Homer	FOXA1
Foxo1(Forkhead)/RAW-Foxo1-ChIP-Seq(Fan_et_al.)/Homer	FOXA2
Foxo1(Forkhead)/RAW-Foxo1-ChIP-Seq(Fan_et_al.)/Homer	FOXA3
Foxo1(Forkhead)/RAW-Foxo1-ChIP-Seq(Fan_et_al.)/Homer	FOXB1
Foxo1(Forkhead)/RAW-Foxo1-ChIP-Seq(Fan_et_al.)/Homer	FOXC1
Foxo1(Forkhead)/RAW-Foxo1-ChIP-Seq(Fan_et_al.)/Homer	FOXC2
Foxo1(Forkhead)/RAW-Foxo1-ChIP-Seq(Fan_et_al.)/Homer	FOXD1
Foxo1(Forkhead)/RAW-Foxo1-ChIP-Seq(Fan_et_al.)/Homer	FOXD2
Foxo1(Forkhead)/RAW-Foxo1-ChIP-Seq(Fan_et_al.)/Homer	FOXD3
Foxo1(Forkhead)/RAW-Foxo1-ChIP-Seq(Fan_et_al.)/Homer	FOXG1
Foxo1(Forkhead)/RAW-Foxo1-ChIP-Seq(Fan_et_al.)/Homer	FOXJ2
Foxo1(Forkhead)/RAW-Foxo1-ChIP-Seq(Fan_et_al.)/Homer	FOXJ3
Foxo1(Forkhead)/RAW-Foxo1-ChIP-Seq(Fan_et_al.)/Homer	FOXL1
Foxo1(Forkhead)/RAW-Foxo1-ChIP-Seq(Fan_et_al.)/Homer	FOXO1
Foxo1(Forkhead)/RAW-Foxo1-ChIP-Seq(Fan_et_al.)/Homer	FOXO3
Foxo1(Forkhead)/RAW-Foxo1-ChIP-Seq(Fan_et_al.)/Homer	FOXO4
Foxo1(Forkhead)/RAW-Foxo1-ChIP-Seq(Fan_et_al.)/Homer	FOXO6
Foxo1(Forkhead)/RAW-Foxo1-ChIP-Seq(Fan_et_al.)/Homer	FOXS1
Foxo3(Forkhead)/U2OS-Foxo3-ChIP-Seq(E-MTAB-2701)/Homer	FOXO1
Foxo3(Forkhead)/U2OS-Foxo3-ChIP-Seq(E-MTAB-2701)/Homer	FOXO3
Foxo3(Forkhead)/U2OS-Foxo3-ChIP-Seq(E-MTAB-2701)/Homer	FOXO4
Foxo3(Forkhead)/U2OS-Foxo3-ChIP-Seq(E-MTAB-2701)/Homer	FOXO6
Foxq1/MA0040.1/Jaspar	FOXF1
Foxq1/MA0040.1/Jaspar	FOXF2
Foxq1/MA0040.1/Jaspar	FOXQ1
GATA(Zf),IR3/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer	GATA1
GATA(Zf),IR3/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer	GATA2
GATA(Zf),IR3/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer	GATA3
GATA(Zf),IR3/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer	GATA4
GATA(Zf),IR3/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer	GATA5
GATA(Zf),IR3/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer	GATA6
GATA(Zf),IR4/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer	GATA1
GATA(Zf),IR4/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer	GATA2
GATA(Zf),IR4/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer	GATA3
GATA(Zf),IR4/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer	GATA4
GATA(Zf),IR4/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer	GATA5
GATA(Zf),IR4/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer	GATA6
GATA3(Zf),DR4/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer	GATA1
GATA3(Zf),DR4/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer	GATA2
GATA3(Zf),DR4/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer	GATA3
GATA3(Zf),DR4/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer	GATA4
GATA3(Zf),DR4/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer	GATA5
GATA3(Zf),DR4/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer	GATA6
GATA3(Zf),DR8/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer	GATA1
GATA3(Zf),DR8/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer	GATA2
GATA3(Zf),DR8/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer	GATA3
GATA3(Zf),DR8/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer	GATA4
GATA3(Zf),DR8/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer	GATA5
GATA3(Zf),DR8/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer	GATA6
GATA:SCL(Zf,bHLH)/Ter119-SCL-ChIP-Seq(GSE18720)/Homer	CCNT2
GATA:SCL(Zf,bHLH)/Ter119-SCL-ChIP-Seq(GSE18720)/Homer	GATA1
GATA:SCL(Zf,bHLH)/Ter119-SCL-ChIP-Seq(GSE18720)/Homer	GATA2
GATA:SCL(Zf,bHLH)/Ter119-SCL-ChIP-Seq(GSE18720)/Homer	GATA3
GATA:SCL(Zf,bHLH)/Ter119-SCL-ChIP-Seq(GSE18720)/Homer	GATA4
GATA:SCL(Zf,bHLH)/Ter119-SCL-ChIP-Seq(GSE18720)/Homer	GATA5
GATA:SCL(Zf,bHLH)/Ter119-SCL-ChIP-Seq(GSE18720)/Homer	GATA6
GATA:SCL(Zf,bHLH)/Ter119-SCL-ChIP-Seq(GSE18720)/Homer	LYL1
GATA:SCL(Zf,bHLH)/Ter119-SCL-ChIP-Seq(GSE18720)/Homer	TAL1
GATA:SCL(Zf,bHLH)/Ter119-SCL-ChIP-Seq(GSE18720)/Homer	TAL2
GATA_disc4/encode	GATA1
GATA_disc4/encode	GATA2
GATA_disc4/encode	GATA3
GATA_disc4/encode	GATA4
GATA_disc4/encode	GATA5
GATA_disc4/encode	GATA6
GATA_disc5/encode	GATA1
GATA_disc5/encode	GATA2
GATA_disc5/encode	GATA3
GATA_disc5/encode	GATA4
GATA_disc5/encode	GATA5
GATA_disc5/encode	GATA6
GATA_disc6/encode	GATA1
GATA_disc6/encode	GATA2
GATA_disc6/encode	GATA3
GATA_disc6/encode	GATA4
